순번,호출부호,입항횟수,입항횟수.1,입항횟수.2,신고톤수,선박명,선사/대리점,선사/대리점.1,신청시설,신청시설.1,신청시설.2,신청일시(FROM ~ TO),신청일시(FROM ~ TO).1,지정시설,지정시설.1,지정시설.2,지정일시(FROM ~ TO),지정일시(FROM ~ TO).1,사용목적명,예보일시,허가유무
5898,120061,2023,56,6,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-18 08:30,2023-10-18 15:30,MW5,01,5물량장 1선석,2023-10-18 08:30,2023-10-18 15:30,접안대기,2023-10-20,허가완료
5900,120061,2023,56,8,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-18 18:00,2023-10-19 10:15,MW5,01,5물량장 1선석,2023-10-18 18:00,2023-10-19 10:15,접안대기,2023-10-20,허가완료
5902,120061,2023,56,10,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-19 18:30,2023-10-20 07:00,MW5,01,5물량장 1선석,2023-10-19 18:30,2023-10-20 07:00,접안대기,2023-10-20,허가완료
5912,935257,2023,23,16,41,해광호,BSZ3365,해광마린,MW5,01,5물량장 1선석,2023-10-17 18:50,2023-10-20 07:30,,,,,,접안대기,2023-10-20,미허가
5915,VRQV5,2023,3,2,7.545,TANG SHAN GANG JI 2,BSC0406,오케이쉬핑(주),WAN,03,남외항 N-3박지,2023-10-20 21:00,2023-10-21 19:00,MBS,04,신선대부두 4선석,2023-10-20 21:00,2023-10-21 19:00,접안대기,2023-10-20,허가완료
5916,060595,2023,9,51,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-17 17:50,2023-10-18 05:45,,,,,,접안대기,2023-10-20,미허가
5930,060595,2023,9,55,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-18 16:45,2023-10-20 06:30,,,,,,접안대기,2023-10-20,미허가
5944,971467,2023,133,2,81,제7천양,BSU2855,(주)보해해운,MK4,05,감천 4부두 5선석,2023-10-20 12:55,2023-10-20 13:40,MK4,05,감천 4부두 5선석,2023-10-20 12:55,2023-10-20 13:40,접안대기,2023-10-20,허가완료
5967,090671,2023,12,1,1.731,삼양8001호,BSK3326,삼양산업개발,OLH,01,청학안벽,2023-10-21 20:00,2023-10-30 20:00,OLH,01,청학안벽,2023-10-21 20:00,2023-10-30 20:00,접안대기,2023-10-20,허가완료
6062,030911,2023,1,9,573,창신 3000호,BSM0028,창신1001호,MWB,01,봉래동물량장,2023-10-21 00:00,2023-11-03 00:00,MWB,01,봉래동물량장,2023-10-21 00:00,2023-11-03 00:00,접안대기,2023-10-20,허가완료
6063,020571,2023,1,16,519,창신3002호,BSM0028,창신1001호,MWB,01,봉래동물량장,2023-10-20 00:00,2023-11-02 00:00,MWB,01,봉래동물량장,2023-10-20 00:00,2023-11-02 00:00,접안대기,2023-10-20,허가완료
6071,UHBW,2023,5,1,1.181,ALESTAR,BSC0076,(주)코르웰,WAN,02,남외항 N-2박지,2023-10-21 09:00,2023-10-23 22:00,MK3,03,감천 3부두 3선석,2023-10-21 09:00,2023-10-23 22:00,접안대기,2023-10-20,허가완료
6073,9LU2361,2023,9,1,3.580,MM RUNNER,BSC2144,글로벌오프쇼어마린서비스(주),WAN,03,남외항 N-3박지,2023-10-21 10:00,2023-10-23 07:00,WAN,03,남외항 N-3박지,2023-10-21 10:00,2023-10-23 07:00,접안대기,2023-10-20,허가완료
6074,V7A6230,2023,20,1,18.072,SAWASDEE SPICA,OSL0038,장금상선(주),WAN,04,남외항 N-4박지,2023-10-21 07:00,2023-10-22 19:00,WAN,04,남외항 N-4박지,2023-10-21 07:00,2023-10-22 19:00,접안대기,2023-10-20,허가완료
6075,SVBH7,2023,1,1,43.837,INTUITION,KMC0337,그로발스타해운(주),WAN,05,남외항 N-5박지,2023-10-21 11:00,2023-10-23 23:59,WAN,05,남외항 N-5박지,2023-10-21 11:00,2023-10-23 23:59,접안대기,2023-10-20,허가완료
6087,120025,2023,62,2,388,동방1호,BSK1014,모든기업,OLD,01,동명호안,2023-10-20 16:05,2023-10-20 18:55,OLD,01,동명호안,2023-10-20 16:05,2023-10-20 18:55,접안대기,2023-10-21,허가완료
6091,D7AJ,2023,42,1,7.447,HAKATA VOYAGER,OSL0038,장금상선(주),WAN,03,남외항 N-3박지,2023-10-21 12:00,2023-10-22 08:00,MBS,01,신선대부두 1선석,2023-10-21 12:00,2023-10-22 08:00,접안대기,2023-10-21,허가완료
6097,230014,2023,30,1,298,23부광호,BSU2591,(주)유일이엔지,OLD,01,동명호안,2023-10-17 18:50,2023-10-17 20:50,OLD,01,동명호안,2023-10-17 18:50,2023-10-17 20:50,접안대기,2023-10-21,허가완료
6099,230014,2023,30,3,298,23부광호,BSU2591,(주)유일이엔지,MS3,02,신항 3부두 2선석,2023-10-18 08:55,2023-10-18 12:20,MS3,02,신항 3부두 2선석,2023-10-18 08:55,2023-10-18 12:20,접안대기,2023-10-21,허가완료
6101,230014,2023,30,5,298,23부광호,BSU2591,(주)유일이엔지,MSN,03,신항 1부두 3선석,2023-10-20 17:00,2023-10-20 23:10,MSN,03,신항 1부두 3선석,2023-10-20 17:00,2023-10-20 23:10,접안대기,2023-10-21,허가완료
6127,CQIU6,2023,6,1,27.971,AS COLUMBIA,KMC2009,벤라인에이전시즈코리아주식회사,WAU,01,신항 U-1 정박지,2023-10-21 15:00,2023-10-23 11:00,WAU,01,신항 U-1 정박지,2023-10-21 15:00,2023-10-23 11:00,접안대기,2023-10-21,허가완료
6132,176801,2023,101,1,759,아크,BSB2461,노아해운,MQD,01,대선조선안벽,2023-10-21 14:40,2023-10-21 15:45,MQD,01,대선조선안벽,2023-10-21 14:40,2023-10-21 15:45,접안대기,2023-10-21,허가완료
6141,3EJD5,2023,1,1,7.313,AVUNDA REEFER,BSC2066,리버마린(주),WAN,03,남외항 N-3박지,2023-10-22 07:00,2023-10-25 06:00,MK2,01,감천 2부두 1선석,2023-10-22 07:00,2023-10-25 06:00,접안대기,2023-10-21,허가완료
6142,V7HX8,2023,26,1,9.998,HEUNG-A JANICE,ICZ0830,흥아라인(주),WAN,04,남외항 N-4박지,2023-10-22 02:00,2023-10-22 16:00,WAN,04,남외항 N-4박지,2023-10-22 02:00,2023-10-22 16:00,접안대기,2023-10-21,허가완료
6171,120039,2023,70,14,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-18 08:50,2023-10-18 09:40,MW5,01,5물량장 1선석,2023-10-18 08:50,2023-10-18 09:40,접안대기,2023-10-22,허가완료
6172,120039,2023,70,17,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-18 20:00,2023-10-19 08:40,MW5,01,5물량장 1선석,2023-10-18 20:00,2023-10-19 08:40,접안대기,2023-10-22,허가완료
6175,120039,2023,70,19,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-19 10:05,2023-10-19 22:55,MW5,01,5물량장 1선석,2023-10-19 10:05,2023-10-19 22:55,접안대기,2023-10-22,허가완료
6177,120039,2023,70,21,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-20 04:20,2023-10-21 09:35,MW5,01,5물량장 1선석,2023-10-20 04:20,2023-10-21 09:35,접안대기,2023-10-22,허가완료
6179,120039,2023,70,23,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-21 11:15,2023-10-21 15:10,MW5,01,5물량장 1선석,2023-10-21 11:15,2023-10-21 15:10,접안대기,2023-10-22,허가완료
6198,3FAZ8,2023,3,2,2.653,JIA YUE,BSC0362,엘에스해운(주),WAN,03,남외항 N-3박지,2023-10-21 01:00,2023-10-23 19:00,MK5,03,감천 5부두 3선석,2023-10-21 01:00,2023-10-23 19:00,접안대기,2023-10-22,허가완료
6200,DSOE5,2023,40,1,9.522,PEGASUS YOTTA,KMS8835,동영해운(주),WAN,03,남외항 N-3박지,2023-10-22 22:00,2023-10-24 12:00,MBS,03,신선대부두 3선석,2023-10-22 22:00,2023-10-24 12:00,접안대기,2023-10-22,허가완료
6201,V7HY3,2023,21,2,9.998,HEUNG-A HAIPHONG,OSL0038,장금상선(주),WAN,04,남외항 N-4박지,2023-10-23 00:01,2023-10-24 06:00,MBS,03,신선대부두 3선석,2023-10-23 00:01,2023-10-24 06:00,접안대기,2023-10-22,허가완료
6214,DSQB7,2023,18,1,1.725,에스엔케이 레이디호,KMC0151,대호상선(주),WAN,02,남외항 N-2박지,2023-10-23 02:00,2023-10-24 08:00,MBU,02,연합부두 연2선석,2023-10-23 02:00,2023-10-24 08:00,접안대기,2023-10-22,허가완료
6216,D7UA,2023,39,1,7.634,SUNNY DAHLIA,KMS8832,고려해운(주),WAN,03,남외항 N-3박지,2023-10-23 04:00,2023-10-24 18:00,WAN,03,남외항 N-3박지,2023-10-23 04:00,2023-10-24 18:00,접안대기,2023-10-22,허가완료
6220,V7A5912,2023,8,1,12.740,KYOWA EAGLE,ICC2220,교와한국해운(주),WAN,04,남외항 N-4박지,2023-10-23 03:00,2023-10-27 08:00,WAN,04,남외항 N-4박지,2023-10-23 03:00,2023-10-27 08:00,접안대기,2023-10-22,허가완료
6221,D7SP,2023,15,1,18.606,PANCON CHAMPION,KMS8832,고려해운(주),WAN,04,남외항 N-4박지,2023-10-23 10:00,2023-10-24 20:00,WAN,04,남외항 N-4박지,2023-10-23 10:00,2023-10-24 20:00,접안대기,2023-10-22,허가완료
6222,3E3768,2023,1,1,31.532,GINGKO,KMC0120,코스모스마리타임(주),WAN,05,남외항 N-5박지,2023-10-23 04:00,2023-10-24 06:00,WAN,05,남외항 N-5박지,2023-10-23 04:00,2023-10-24 06:00,접안대기,2023-10-22,허가완료
6227,166803,2023,19,2,396,로원호,BSZ3632,로원,MW5,01,5물량장 1선석,2023-10-20 22:50,2023-10-22 08:40,MW5,01,5물량장 1선석,2023-10-20 22:50,2023-10-22 08:40,접안대기,2023-10-23,허가완료
6229,210003,2023,73,10,373,21동방호,BSK3374,(주)오성유업,MW5,01,5물량장 1선석,2023-10-20 21:15,2023-10-22 00:25,MW5,01,5물량장 1선석,2023-10-20 21:15,2023-10-22 00:25,접안대기,2023-10-23,허가완료
6231,210003,2023,73,12,373,21동방호,BSK3374,(주)오성유업,MW5,01,5물량장 1선석,2023-10-22 06:35,2023-10-23 03:05,MW5,01,5물량장 1선석,2023-10-22 06:35,2023-10-23 03:05,접안대기,2023-10-23,허가완료
6242,VRRO7,2023,6,2,7.545,LISBOA,KMC0201,페스코라인즈코리아(주),WAN,03,남외항 N-3박지,2023-10-23 12:00,2023-10-24 09:00,,,,,,접안대기,2023-10-23,미허가
6243,935257,2023,23,20,41,해광호,BSZ3365,해광마린,MW5,01,5물량장 1선석,2023-10-20 14:15,2023-10-22 10:40,,,,,,접안대기,2023-10-23,미허가
6246,031342,2023,29,3,213,금오티1호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-21 11:20,2023-10-21 11:28,OLH,01,청학안벽,2023-10-21 11:20,2023-10-21 11:28,접안대기,2023-10-23,허가완료
6247,224809,2023,69,1,791,동해씨스타,USZ2623,디에이치탱커 주식회사,MW5,01,5물량장 1선석,2023-10-18 08:00,2023-10-18 14:35,MW5,01,5물량장 1선석,2023-10-18 08:00,2023-10-18 14:35,접안대기,2023-10-23,허가완료
6249,224809,2023,69,3,791,동해씨스타,USZ2623,디에이치탱커 주식회사,MW5,01,5물량장 1선석,2023-10-18 19:00,2023-10-19 19:40,MW5,01,5물량장 1선석,2023-10-18 19:00,2023-10-19 19:40,접안대기,2023-10-23,허가완료
6250,922068,2023,14,1,59,금오티5호,BSK3141,금오로지스 주식회사,*LP,01,대평동호안,2023-10-03 20:05,2023-10-19 11:50,*LP,01,대평동호안,2023-10-03 20:05,2023-10-19 11:50,접안대기,2023-10-23,허가완료
6259,120004,2023,42,12,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-20 11:20,2023-10-21 00:25,MW5,01,5물량장 1선석,2023-10-20 11:20,2023-10-21 00:25,접안대기,2023-10-23,허가완료
6267,JVXU7,2023,6,1,496,EL JOY,BSC0388,에이엔제이 해운주식회사,WAN,01,남외항 N-1박지,2023-10-23 17:00,2023-10-25 09:00,WAN,01,남외항 N-1박지,2023-10-23 17:00,2023-10-25 09:00,접안대기,2023-10-23,허가완료
6268,180017,2023,97,1,919,동명에이스,BSB2479,동명해운,MW5,01,5물량장 1선석,2023-10-20 04:40,2023-10-20 09:30,MW5,01,5물량장 1선석,2023-10-20 04:40,2023-10-20 09:30,접안대기,2023-10-23,허가완료
6271,081791,2023,58,1,149,15대신호,BSB2434,청해마린,MW5,01,5물량장 1선석,2023-10-16 13:30,2023-10-19 10:10,MW5,01,5물량장 1선석,2023-10-16 13:30,2023-10-19 10:10,접안대기,2023-10-23,허가완료
6274,081791,2023,58,2,149,15대신호,BSB2434,청해마린,MDY,01,영도(KOCO) 돌핀,2023-10-19 11:30,2023-10-19 12:40,,,,,,접안대기,2023-10-23,미허가
6277,130017,2023,88,5,556,동방5호,BSK3453,서진유업 주식회사,MW5,01,5물량장 1선석,2023-10-19 14:15,2023-10-21 10:05,MW5,01,5물량장 1선석,2023-10-19 14:15,2023-10-21 10:05,접안대기,2023-10-23,허가완료
6284,200043,2023,44,15,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-19 16:00,2023-10-20 13:15,,,,,,접안대기,2023-10-23,미허가
6287,200043,2023,44,17,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-20 17:15,2023-10-20 21:23,,,,,,접안대기,2023-10-23,미허가
6289,200043,2023,44,19,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-21 03:05,2023-10-21 07:25,,,,,,접안대기,2023-10-23,미허가
6290,200043,2023,44,21,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-21 11:15,2023-10-21 14:00,,,,,,접안대기,2023-10-23,미허가
6294,230001,2023,2,1,812,250고려호,BSK2867,고려선박(주),OLH,01,청학안벽,2023-10-23 10:00,2023-11-03 10:00,OLH,01,청학안벽,2023-10-23 10:00,2023-11-03 10:00,접안대기,2023-10-23,허가완료
6296,081791,2023,59,1,149,15대신호,BSB2434,청해마린,*NB,01,남부민방파제,2023-10-19 11:30,2023-10-19 12:40,*NB,01,남부민방파제,2023-10-19 11:30,2023-10-19 12:40,접안대기,2023-10-23,허가완료
6298,170036,2023,90,1,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-19 12:30,2023-10-20 07:30,MW5,01,5물량장 1선석,2023-10-19 12:30,2023-10-20 07:30,접안대기,2023-10-23,허가완료
6301,971467,2023,133,3,81,제7천양,BSU2855,(주)보해해운,OLT,01,대교동호안,2023-10-20 14:40,2023-10-20 15:25,,,,,,접안대기,2023-10-23,미허가
6308,200036,2023,23,8,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-21 17:15,2023-10-22 07:25,MW5,01,5물량장 1선석,2023-10-21 17:15,2023-10-22 07:25,접안대기,2023-10-23,허가완료
6316,170036,2023,91,1,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-21 10:15,2023-10-21 18:10,MW5,01,5물량장 1선석,2023-10-21 10:15,2023-10-21 18:10,접안대기,2023-10-23,허가완료
6318,140025,2023,79,1,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-20 20:50,2023-10-22 10:40,MW5,01,5물량장 1선석,2023-10-20 20:50,2023-10-22 10:40,접안대기,2023-10-23,허가완료
6320,HO5025,2023,15,1,495,JIANG JUN,BSC0018,비엔비해운(주),MQF,02,감천 선기조합조선소 안벽-02,2023-10-23 08:00,2023-10-23 10:00,MQF,02,감천 선기조합조선소 안벽-02,2023-10-23 08:00,2023-10-23 10:00,접안대기,2023-10-23,허가완료
6324,216808,2023,21,1,1.693,뉴일출봉,PHK0008,일신해운(주),WAO,02,O박지 O2 묘지,2023-10-17 23:45,2023-10-19 17:20,WAO,02,O박지 O2 묘지,2023-10-17 23:45,2023-10-19 17:20,접안대기,2023-10-23,허가완료
6327,120025,2023,62,5,388,동방1호,BSK1014,모든기업,WAU,01,신항 U-1 정박지,2023-10-21 11:25,2023-10-21 14:15,WAU,01,신항 U-1 정박지,2023-10-21 11:25,2023-10-21 14:15,접안대기,2023-10-23,허가완료
6328,120025,2023,62,6,388,동방1호,BSK1014,모든기업,MS3,04,신항 3부두 4선석,2023-10-21 15:45,2023-10-21 19:15,MS3,04,신항 3부두 4선석,2023-10-21 15:45,2023-10-21 19:15,접안대기,2023-10-23,허가완료
6331,130029,2023,101,1,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-19 07:20,2023-10-19 13:05,MW5,01,5물량장 1선석,2023-10-19 07:20,2023-10-19 13:05,접안대기,2023-10-23,허가완료
6336,130063,2023,43,1,149,13대신호,BSB2344,명성마린,MW5,01,5물량장 1선석,2023-10-17 13:40,2023-10-20 17:05,MW5,01,5물량장 1선석,2023-10-17 13:40,2023-10-20 17:05,접안대기,2023-10-23,허가완료
6337,130063,2023,43,2,149,13대신호,BSB2344,명성마린,OLD,01,동명호안,2023-10-20 17:30,2023-10-20 19:30,,,,,,접안대기,2023-10-23,미허가
6338,130063,2023,43,3,149,13대신호,BSB2344,명성마린,MW5,01,5물량장 1선석,2023-10-20 20:05,2023-10-21 05:00,,,,,,접안대기,2023-10-23,미허가
6339,130063,2023,43,4,149,13대신호,BSB2344,명성마린,MSN,06,신항 2부두 3선석,2023-10-21 07:40,2023-10-21 10:20,,,,,,접안대기,2023-10-23,미허가
6343,220023,2023,105,1,749,창용1호,BSB2532,창용해운,MW5,01,5물량장 1선석,2023-10-21 01:40,2023-10-21 10:40,MW5,01,5물량장 1선석,2023-10-21 01:40,2023-10-21 10:40,접안대기,2023-10-23,허가완료
6344,130063,2023,43,5,149,13대신호,BSB2344,명성마린,MW5,01,5물량장 1선석,2023-10-21 12:50,2023-10-21 15:15,,,,,,접안대기,2023-10-23,미허가
6345,120025,2023,62,4,388,동방1호,BSK1014,모든기업,MK2,04,감천 2부두 4선석,2023-10-21 08:05,2023-10-21 10:25,MK2,04,감천 2부두 4선석,2023-10-21 08:05,2023-10-21 10:25,접안대기,2023-10-23,허가완료
6350,130063,2023,43,6,149,13대신호,BSB2344,명성마린,OLD,01,동명호안,2023-10-21 15:35,2023-10-21 17:10,,,,,,접안대기,2023-10-23,미허가
6352,130029,2023,102,1,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-20 09:30,2023-10-21 10:55,MW5,01,5물량장 1선석,2023-10-20 09:30,2023-10-21 10:55,접안대기,2023-10-23,허가완료
6354,130063,2023,43,7,149,13대신호,BSB2344,명성마린,WAN,02,남외항 N-2박지,2023-10-21 17:50,2023-10-21 21:10,,,,,,접안대기,2023-10-23,미허가
6355,130063,2023,43,8,149,13대신호,BSB2344,명성마린,MW5,01,5물량장 1선석,2023-10-21 21:45,2023-10-21 21:50,,,,,,접안대기,2023-10-23,미허가
6358,080957,2023,146,1,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-16 20:05,2023-10-18 15:10,MW5,01,5물량장 1선석,2023-10-16 20:05,2023-10-18 15:10,접안대기,2023-10-23,허가완료
6359,130029,2023,102,3,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-21 14:00,2023-10-21 18:50,MW5,01,5물량장 1선석,2023-10-21 14:00,2023-10-21 18:50,접안대기,2023-10-23,허가완료
6360,130063,2023,43,9,149,13대신호,BSB2344,명성마린,MSN,04,신항 2부두 1선석,2023-10-22 00:25,2023-10-22 01:40,,,,,,접안대기,2023-10-23,미허가
6362,080957,2023,146,3,125,2상훈호,BSZ7242,영기업,MQC,01,한진 중공업 안벽,2023-10-18 17:25,2023-10-18 18:05,,,,,,접안대기,2023-10-23,미허가
6363,D8FB,2023,76,1,13.682,PANSTAR GENIE,KMC0725,(주)팬스타라인닷컴,WAU,02,신항 U-2 정박지,2023-10-18 09:00,2023-10-19 07:00,WAU,01,신항 U-1 정박지,2023-10-18 09:00,2023-10-19 07:00,접안대기,2023-10-18,허가완료
6365,200036,2023,23,3,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-14 23:10,2023-10-20 07:30,MW5,01,5물량장 1선석,2023-10-14 23:10,2023-10-20 07:30,접안대기,2023-10-23,허가완료
6366,200036,2023,23,6,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-21 02:40,2023-10-21 14:15,MW5,01,5물량장 1선석,2023-10-21 02:40,2023-10-21 14:15,접안대기,2023-10-23,허가완료
6368,080957,2023,146,4,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-18 18:20,2023-10-18 19:15,,,,,,접안대기,2023-10-23,미허가
6369,080957,2023,146,5,125,2상훈호,BSZ7242,영기업,WAN,02,남외항 N-2박지,2023-10-18 19:55,2023-10-18 20:35,,,,,,접안대기,2023-10-23,미허가
6370,080957,2023,146,6,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-18 21:08,2023-10-21 16:30,,,,,,접안대기,2023-10-23,미허가
6371,080957,2023,147,1,125,2상훈호,BSZ7242,영기업,*LP,01,대평동호안,2023-10-21 17:00,2023-10-21 17:45,*LP,01,대평동호안,2023-10-21 17:00,2023-10-21 17:45,접안대기,2023-10-23,허가완료
6376,080957,2023,148,1,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-21 18:00,2023-10-21 21:10,MW5,01,5물량장 1선석,2023-10-21 18:00,2023-10-21 21:10,접안대기,2023-10-23,허가완료
6377,080957,2023,148,2,125,2상훈호,BSZ7242,영기업,WAM,07,M박지 M7 묘지,2023-10-21 21:45,2023-10-21 22:40,,,,,,접안대기,2023-10-23,미허가
6389,DSRE9,2023,41,1,9.598,DONGJIN VENUS,KMS8819,동진상선(주),WAN,03,남외항 N-3박지,2023-10-23 15:00,2023-10-24 22:00,WAN,03,남외항 N-3박지,2023-10-23 15:00,2023-10-24 22:00,접안대기,2023-10-23,허가완료
6404,080957,2023,146,2,125,2상훈호,BSZ7242,영기업,MK4,05,감천 4부두 5선석,2023-10-18 16:00,2023-10-18 16:25,MK4,05,감천 4부두 5선석,2023-10-18 16:00,2023-10-18 16:25,접안대기,2023-10-23,허가완료
6406,130001,2023,37,2,415,동진에이스호,BSZ3488,부민마린 주식회사,WAU,02,신항 U-2 정박지,2023-10-20 23:00,2023-10-21 14:15,WAU,02,신항 U-2 정박지,2023-10-20 23:00,2023-10-21 14:15,접안대기,2023-10-23,허가완료
6419,130001,2023,38,1,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-10-22 06:00,2023-10-22 16:20,MW5,01,5물량장 1선석,2023-10-22 06:00,2023-10-22 16:20,접안대기,2023-10-23,허가완료
6431,220044,2023,81,2,370,영루,BSZ3608,동기해운 주식회사,MW5,01,5물량장 1선석,2023-10-19 13:45,2023-10-20 13:20,MW5,01,5물량장 1선석,2023-10-19 13:45,2023-10-20 13:20,접안대기,2023-10-23,허가완료
6440,180660,2023,1,22,395,씨택 1,BSZ3147,씨텍개발,MWB,01,봉래동물량장,2023-10-26 00:00,2023-11-09 00:00,MWB,01,봉래동물량장,2023-10-26 00:00,2023-11-09 00:00,접안대기,2023-10-23,허가완료
6441,100215,2023,1,22,208,행복6호,BSZ3147,씨텍개발,MWB,01,봉래동물량장,2023-10-26 00:00,2023-11-09 00:00,MWB,01,봉래동물량장,2023-10-26 00:00,2023-11-09 00:00,접안대기,2023-10-23,허가완료
6442,022713,2023,1,21,671,행복G-17호,BSZ3147,씨텍개발,MWB,01,봉래동물량장,2023-10-25 12:00,2023-11-08 12:00,MWB,01,봉래동물량장,2023-10-25 12:00,2023-11-08 12:00,접안대기,2023-10-23,허가완료
